datetime_utc,geo_id,geo_name,value
2024-01-31T23:00:00Z,3,España,69.0
2024-02-01T00:00:00Z,3,España,60.44
2024-02-01T01:00:00Z,3,España,55.1
2024-02-01T02:00:00Z,3,España,54.6
2024-02-01T03:00:00Z,3,España,53.47
2024-02-01T04:00:00Z,3,España,59.82
2024-02-01T05:00:00Z,3,España,72.42
2024-02-01T06:00:00Z,3,España,88.76
2024-02-01T07:00:00Z,3,España,95.76
2024-02-01T08:00:00Z,3,España,88.77
2024-02-01T09:00:00Z,3,España,62.8
2024-02-01T10:00:00Z,3,España,55.98
2024-02-01T11:00:00Z,3,España,54.44
2024-02-01T12:00:00Z,3,España,54.0
2024-02-01T13:00:00Z,3,España,54.44
2024-02-01T14:00:00Z,3,España,54.6
2024-02-01T15:00:00Z,3,España,60.44
2024-02-01T16:00:00Z,3,España,76.0
2024-02-01T17:00:00Z,3,España,101.89
2024-02-01T18:00:00Z,3,España,99.05
2024-02-01T19:00:00Z,3,España,94.0
2024-02-01T20:00:00Z,3,España,83.66
2024-02-01T21:00:00Z,3,España,82.13
2024-02-01T22:00:00Z,3,España,71.19
2024-02-01T23:00:00Z,3,España,62.95
2024-02-02T00:00:00Z,3,España,60.05
2024-02-02T01:00:00Z,3,España,58.0
2024-02-02T02:00:00Z,3,España,54.69
2024-02-02T03:00:00Z,3,España,52.41
2024-02-02T04:00:00Z,3,España,55.0
2024-02-02T05:00:00Z,3,España,61.0
2024-02-02T06:00:00Z,3,España,80.34
2024-02-02T07:00:00Z,3,España,90.75
2024-02-02T08:00:00Z,3,España,83.98
2024-02-02T09:00:00Z,3,España,61.42
2024-02-02T10:00:00Z,3,España,54.0
2024-02-02T11:00:00Z,3,España,54.0
2024-02-02T12:00:00Z,3,España,55.5
2024-02-02T13:00:00Z,3,España,53.3
2024-02-02T14:00:00Z,3,España,55.91
2024-02-02T15:00:00Z,3,España,55.5
2024-02-02T16:00:00Z,3,España,70.95
2024-02-02T17:00:00Z,3,España,80.16
2024-02-02T18:00:00Z,3,España,83.83
2024-02-02T19:00:00Z,3,España,83.98
2024-02-02T20:00:00Z,3,España,76.46
2024-02-02T21:00:00Z,3,España,68.44
2024-02-02T22:00:00Z,3,España,55.0
2024-02-02T23:00:00Z,3,España,56.44
2024-02-03T00:00:00Z,3,España,52.71
2024-02-03T01:00:00Z,3,España,51.18
2024-02-03T02:00:00Z,3,España,50.83
2024-02-03T03:00:00Z,3,España,51.16
2024-02-03T04:00:00Z,3,España,52.57
2024-02-03T05:00:00Z,3,España,53.5
2024-02-03T06:00:00Z,3,España,56.8
2024-02-03T07:00:00Z,3,España,63.0
2024-02-03T08:00:00Z,3,España,59.1
2024-02-03T09:00:00Z,3,España,53.28
2024-02-03T10:00:00Z,3,España,45.27
2024-02-03T11:00:00Z,3,España,41.58
2024-02-03T12:00:00Z,3,España,39.81
2024-02-03T13:00:00Z,3,España,41.76
2024-02-03T14:00:00Z,3,España,46.44
2024-02-03T15:00:00Z,3,España,53.0
2024-02-03T16:00:00Z,3,España,64.87
2024-02-03T17:00:00Z,3,España,81.43
2024-02-03T18:00:00Z,3,España,87.76
2024-02-03T19:00:00Z,3,España,95.68
2024-02-03T20:00:00Z,3,España,92.71
2024-02-03T21:00:00Z,3,España,86.11
2024-02-03T22:00:00Z,3,España,70.79
2024-02-03T23:00:00Z,3,España,66.62
2024-02-04T00:00:00Z,3,España,64.78
2024-02-04T01:00:00Z,3,España,64.91
2024-02-04T02:00:00Z,3,España,63.92
2024-02-04T03:00:00Z,3,España,61.75
2024-02-04T04:00:00Z,3,España,61.75
2024-02-04T05:00:00Z,3,España,60.0
2024-02-04T06:00:00Z,3,España,59.8
2024-02-04T07:00:00Z,3,España,63.92
2024-02-04T08:00:00Z,3,España,53.0
2024-02-04T09:00:00Z,3,España,44.7
2024-02-04T10:00:00Z,3,España,40.0
2024-02-04T11:00:00Z,3,España,34.28
2024-02-04T12:00:00Z,3,España,35.65
2024-02-04T13:00:00Z,3,España,35.0
2024-02-04T14:00:00Z,3,España,32.0
2024-02-04T15:00:00Z,3,España,43.35
2024-02-04T16:00:00Z,3,España,54.93
2024-02-04T17:00:00Z,3,España,77.5
2024-02-04T18:00:00Z,3,España,89.0
2024-02-04T19:00:00Z,3,España,129.81
2024-02-04T20:00:00Z,3,España,119.77
2024-02-04T21:00:00Z,3,España,82.94
2024-02-04T22:00:00Z,3,España,75.0
2024-02-04T23:00:00Z,3,España,71.66
2024-02-05T00:00:00Z,3,España,73.0
2024-02-05T01:00:00Z,3,España,69.1
2024-02-05T02:00:00Z,3,España,67.87
2024-02-05T03:00:00Z,3,España,67.87
