datetime_utc,geo_id,geo_name,value
2024-11-30T23:00:00Z,3,España,122.9
2024-12-01T00:00:00Z,3,España,110.5
2024-12-01T01:00:00Z,3,España,105.99
2024-12-01T02:00:00Z,3,España,105.99
2024-12-01T03:00:00Z,3,España,105.78
2024-12-01T04:00:00Z,3,España,105.99
2024-12-01T05:00:00Z,3,España,110.2
2024-12-01T06:00:00Z,3,España,119.78
2024-12-01T07:00:00Z,3,España,130.0
2024-12-01T08:00:00Z,3,España,121.4
2024-12-01T09:00:00Z,3,España,106.66
2024-12-01T10:00:00Z,3,España,105.99
2024-12-01T11:00:00Z,3,España,105.53
2024-12-01T12:00:00Z,3,España,112.0
2024-12-01T13:00:00Z,3,España,130.0
2024-12-01T14:00:00Z,3,España,134.19
2024-12-01T15:00:00Z,3,España,141.14
2024-12-01T16:00:00Z,3,España,149.7
2024-12-01T17:00:00Z,3,España,153.02
2024-12-01T18:00:00Z,3,España,163.7
2024-12-01T19:00:00Z,3,España,175.2
2024-12-01T20:00:00Z,3,España,145.2
2024-12-01T21:00:00Z,3,España,142.3
2024-12-01T22:00:00Z,3,España,133.21
2024-12-01T23:00:00Z,3,España,137.77
2024-12-02T00:00:00Z,3,España,134.93
2024-12-02T01:00:00Z,3,España,131.93
2024-12-02T02:00:00Z,3,España,128.93
2024-12-02T03:00:00Z,3,España,129.0
2024-12-02T04:00:00Z,3,España,133.0
2024-12-02T05:00:00Z,3,España,141.5
2024-12-02T06:00:00Z,3,España,150.83
2024-12-02T07:00:00Z,3,España,157.2
2024-12-02T08:00:00Z,3,España,154.73
2024-12-02T09:00:00Z,3,España,147.3
2024-12-02T10:00:00Z,3,España,139.1
2024-12-02T11:00:00Z,3,España,132.26
2024-12-02T12:00:00Z,3,España,130.0
2024-12-02T13:00:00Z,3,España,126.56
2024-12-02T14:00:00Z,3,España,135.0
2024-12-02T15:00:00Z,3,España,147.3
2024-12-02T16:00:00Z,3,España,154.73
2024-12-02T17:00:00Z,3,España,156.48
2024-12-02T18:00:00Z,3,España,157.16
2024-12-02T19:00:00Z,3,España,157.2
2024-12-02T20:00:00Z,3,España,154.73
2024-12-02T21:00:00Z,3,España,152.13
2024-12-02T22:00:00Z,3,España,147.3
2024-12-02T23:00:00Z,3,España,139.46
2024-12-03T00:00:00Z,3,España,135.0
2024-12-03T01:00:00Z,3,España,130.46
2024-12-03T02:00:00Z,3,España,125.36
2024-12-03T03:00:00Z,3,España,123.72
2024-12-03T04:00:00Z,3,España,125.67
2024-12-03T05:00:00Z,3,España,138.54
2024-12-03T06:00:00Z,3,España,149.36
2024-12-03T07:00:00Z,3,España,158.84
2024-12-03T08:00:00Z,3,España,154.9
